Xist
Gm29625
Gm29628
Gm29632
Gm29636
Gm29645
Gm29646
Gm29648
Gm29650
Gm29653
Gm29654
Gm29655
Gm29656
Gm29660
Gm29662
Gm29671
Gm29672
Gm29839
Gm30045
Gm42408
Gm42409
Gm42410
Gm39552
Gm39555
Gm36929
Gm36941
Gm36950
Gm37059
Gm37071
Gm37075
Gm37112
Gm37130
Gm37147
Gm37157
Gm37231
Gm37252
Gm37263
Gm37286
Gm37344
Gm37346
Gm37378
Gm37434
Gm37440
Gm37451
Gm37454
Gm37462
Gm37467
Gm37473
Gm37538
Gm37544
Gm37547
Gm37561
Gm37572
Gm37574
Gm37577
Gm37635
Gm37654
Gm37656
Gm37657
Gm37687
Gm37690
Gm37721
Gm37734
Gm37739
Gm37740
Gm37798
Gm37808
Gm37840
Gm37865
Gm37870
Gm37875
Gm37898
Gm37927
Gm37937
Gm37948
Gm37952
Gm37998
Gm38003
Gm38013
Gm38028
Gm38054
Gm38072
Gm38084
Gm38127
Gm38136
Gm38159
Gm38168
Gm38174
Gm38209
Gm38296
Gm38361
Gm38363
Gm38370
Gm38371
Orly
Ssty2
Eif2s3y
Sry
Uba1y
1700040F15Rik
Rbm31y
Sly
Zfy1
Zfy2
Kdm5d
Uty
H2al2c
Gm3376
Gm4064
Srsy
Ddx3y
Gm21996
Gm21719
Gm21721
Gm21725
Gm21732
Gm21739
Gm21748
Gm21760
Gm21764
Gm21767
Gm21773
Gm21776
Gm21778
Gm21783
Gm21797
Gm21800
Gm21812
Gm21822
Gm21828
Gm21852
Gm21854
Gm21858
Gm21861
Gm21865
Gm21866
Gm21874
Gm21882
Gm21891
Gm21904
Gm21913
Gm21921
Gm20736
Gm20737
Gm20738
Gm20747
Gm20772
Gm20773
Gm20777
Gm20792
Gm20795
Gm20806
Gm20807
Gm20809
Gm20812
Gm20814
Gm20815
Gm20816
Gm20817
Gm20820
Gm20821
Gm20822
Gm20823
Gm20824
Gm20825
Gm20826
Gm20828
Gm20830
Gm20831
Gm20834
Gm20835
Gm20837
Gm20838
Gm20843
Gm20845
Gm20850
Gm20852
Gm20854
Gm20855
Gm20865
Gm20867
Gm20869
Gm20870
Gm20873
Gm20877
Gm20883
Gm20888
Gm20890
Gm20894
Gm20896
Gm20897
Gm20903
Gm20905
Gm20906
Gm20908
Gm20909
Gm20911
Gm20914
Gm20916
Gm20917
Gm20918
Gm20920
Gm20924
Gm20929
Gm20931
Gm20937
Gm20994
Gm21094
Gm21095
Gm21117
Gm21118
Gm21173
Gm21209
Gm21244
Gm21256
Gm21258
Gm21292
Gm21294
Gm21310
Gm21317
Gm21366
Gm21379
Gm21394
Gm21409
Gm21425
Gm21440
Gm21454
Gm21477
Gm21488
Gm21497
Gm21518
Gm21627
Gm21650
Gm21677
Gm21693
Gm21704
Gm21708
Gm21943
Gm21820
Gm30268
Gm30737
Gm31571
Gm32419
Gm32527
Gm33267
Gm33815
Gm34192
Gm35134
Ssty1
Rbmy
Usp9y
Gm28079
Gm28102
Gm28171
Gm28490
Gm28510
Gm28553
Gm28576
Gm28827
Gm28870
Gm28891
Gm28897
Gm28919
Gm28961
Gm28998
Gm29049
Gm29110
Prssly
Gm29276
Gm29289
Gm29423
Gm29554
Gm29564
Gm29582
Gm29644
Teyorf1
Gm29866
Gm39553
Gm10352
Gm10256
H2al2b
Gm46714
Gm46715
Gm46716
Gm46717
Gm52481
